class,text
negative,"@Celebforever I didn't throw it around it was your family member who I feel tried to dis respect me by putn me down to lift u up unessecary"
negative,"Tanj writes: My interest in Java waned when I could do server-side JavaScript with a call out to C++ when I... http://twisca.com/?BZ.fB"
negative,"Having a bad day? (Story 2) - A man was working on his motorcycle on his patio and his wife was in the... http://tumblr.com/xeg6dfsho"
negative,"just had the nastiest fall. #wth i feel like i might have broken a bone."
negative,"Hm @EllnMllr, @Stereogab, number of registered federal lobbyists fell to 13,742 in 2009 from 14,442 in 2008 Jobless recovery?"
negative,"wtheck! secirity and management at front door with 2 costemer?!?!?"
negative,"CAN'T SLEEP..: http://chatter.com/a/1vhqf"
negative,"RT @DjBEYONDnyc: just played the @thereallumidee & @djrobdinero so fly remix at the diesel store on 60th and lexington. i just remember how crazy this is."
negative,"@martieu So hard to take people seriously when they mispronounce words! Although my in-laws and I have a running feud about the word dour."
negative,"Reading can get you killed...in Nazi Germany http://imtsbro.com/2010/02/12/so-i-hear-youre-fond-of-literature/"
negative,"Don't shoulder your burden out there on your own ... Don't banish me then bid me home - Powderfinger ? Drifting... ? http://blip.fm/~ktm45"
negative,"@howru2day2009 I second that. the bad boys did it, the bad boys did it but we will clean it up!"
negative,"@wheelyweb i don't. But it contributes. Some of it. Most of it is presentation, marketing and so-called convenience"
negative,"Q:IS IT TRUE THAT MAMA DANCA AH BREED FI YU??? A:wat the fuk.......... ah wah kinna suicidal n... http://formspring.me/KingBoots/q/159605074"
negative,"Hates being up early on my day off driving lesson later = fucking expensive http://myloc.me/3JN3C"
negative,"To all my male followers when textin somebody say OK and not K cause it makes you sound #faggish"
negative,"RT @perezhilton: Entertainment Weekly asks: John Mayer's 'Playboy' interview: Why does no one care that he also uses a gay slur? http://bit.ly/9jYdwb"
negative,"@Labiba_ aww hope you ain't too stressed. Do take time to try and chill :)"
negative,"RT @Ahnanymis @MsQueenParis lol! Yo that Mike epps shit had my stomach hurtin smh <"
negative,"Tearing the place apart to find my lost library book which is right here, on the arm of my couch. LOL. Jeeeez."
negative,"Bangladesh clamps down on deadly campus violence http://bit.ly/99S7YB"
negative,"Dork. http://www.adamofficial.com/ca/news/adam-lambert-toronto"
negative,"sorry might not b back 4 a while i have alot coming up ,pantomine,option choices,holiday,footie play offs AND all my ruin your halfterm work"
negative,"captain EO will not be opening this weekend. effects not yet ready... still testing. maybe late march to early april. sorry! #disneyland"
negative,"Let me sneak out to kitchen. I'm hella hungry. Brb!"
negative,"Getting a bit tired... And the 15 is so packed for las vegas."
negative,"just had 3 mouthfuls of dubious looking and tasting beehoon from the neighbour"
negative,"????? How I wish you were here... ?????"
negative,"@dataddiction yo im bored imma bout to call ya ass on skype"
negative,"RT @LauraJSilverman: I bought a recovered memory foam mattress and half of my family doesn't believe it's real."
negative,"@HawkB_LND Naw its pro game just more physical and overseas rules"
negative,"Dispatch from Darfur RT @willswanson Valentine party behind barbed wire, sandbags. Nevermind UNAMID armed bouncers; their weapons don't work"
negative,"RT @fndannyboy: RT @ZackMeads: Tired of pissing matches over vinyl vs cdj/laptop. If you suck as a dj, you suck no matter what u play on. End of story :)"
negative,"I saw him yesterday and thought the SAME thing. RT: @StyleIT Oh, crazy suit guy - you are such a #nyfw fixture http://twitpic.com/131gvw"
negative,"You must be Jamaican, cause you Jamaican me crazy. http://plurk.com/p/3rblfk"
negative,"Had been to office today, feeling sleepy now..."
negative,"time to say goodbye"
negative,"@oylo_muychingon awh that sucks :( i'm currently working on my biol assignment, feel free to do it for me? Haha :D"
negative,"Couldn't stand the dirty house any longer, so husband (who's home every morning) is going to chess tourney while I stay home & clean."
negative,"@joegilder sorry I missed the production club last night...work has been particularly unkind to my spare time this week."
negative,"http://twitpic.com/12w7zg - BITCHES DONT KNOW BOUT MY MILLENNIUM FALCON"
negative,"Stupid Things to Try on Your Cell Phone! - http://goo.gl/fb/WHYH"
negative,"Fuck My Life: OMFG Now I got hiccups!!!! #FML: OMFG Now I got hiccups!!!! #FML http://bit.ly/d4KbNY"
negative,"can't find my phone + it's not charged.. email/twtr/fb if you need me. time for a lowkey night w/@hilaryasmith. 7.5 miler @ 7 AM tom.. ahh!!"
negative,"RT @nadirachianti: RT @aliyajulyan: RT @jacklinevelina: Pleaseeeee, i want to be taller :( http://myloc.me/3MsZj"
negative,"@griltig yeah google for sure now. Jus a lying cunt like the rest of em. Oh well. Will def try to make boots reunion. You going?x"
negative,"I had a nightmare about this vicious little cat biting me! Dreammoods says it means someone close to me is talkin shit & bein fake. HMMMMM"
negative,"RT @AndyParas: RT @CarolinaScanner SC Highway Patrol working 488 wrecks at the moment..... STAY HOME & DO NOT DRIVE!!! #chstrfc #chswx"
negative,"@DC_Zol Pricess Leia is going to be gutted! :-)"
negative,"It took me a few hours to get my hand un-glued from my face."
negative,"Just realized a friend is off the wagon in a big way - sad;-("
negative,"dropped my phone at knotts berry farm -_- water rides FTL!"
negative,"The Book of Eli just didn't do it for me..."
negative,"White Knight Chronicles: Possibly one of the worst games ever made"
negative,"Sitting in my car :( man I think I really messed up with lukas tonight. :("
negative,"The thing about pictures of scenery is the never quite being able to translate the true experience- http://tweetphoto.com/11371545"
negative,"OH SNAP. my 6 year old cousin snores SO loud."
negative,"From Hacking Exposed 2-14-10: MS update gives some XP boxes blue screen of death: http://tinyurl.com/yl8dz44"
negative,"Ya style is played out like Arnold & that what you talking 'bout Willis."
negative,"@brigwyn the laptop kept overheating and the repair trips were in the waranty period. They could never figure out what was wrong with it"
negative,"The one time NASCAR should step in today, they don't."
negative,"the annoying cramps is getting my way! I wanna kill eeuuu!"
negative,"Hubs: Hon, if you don't have something nice to say... Daughter: Then she'd never say anything."
negative,"Daughter's been *killing* it on video chat with Grandma. I'd put her on that ChatRoulette thing if that weren't, like, awful parenting. #fb"
negative,"Wish I was in Barcelona at the Mobile World Congress this week: http://bit.ly/4yTlYI Friends going. Maybe next year schedules will work out."
negative,"The next person to tell me that flirting is harmless will be getting slapped on sight... Flirting plants seeds..."
negative,"You could have a hard time letting go of your ambitions now, b... More for Capricorn http://twittascope.com/twittascope/?sign=10"
negative,"@CourtneySit my kitchen's so tiny if I don't put them away I have to walk on tippy-toe around my lounge to get anywhere"
negative,"Oh my lord, a group of Melissa Marie wannabes have walked into the restaurant. Not everyone can get away with the look. Eeeek."
negative,"Wtf. There's a pot deal going down in front of my house..o_O THIS ISN'T STOCKTON, DAMNIT.."
negative,"@michaelgmassey is a bad influence. my liver hates me."
negative,"@badyellowchick i said great minds...how's the insulting you?....you're so ungrateful smh, women"
negative,"@jesscann They probably just want to draw people in and then when you're there they'll tell you the real price."
negative,"@TheBotLebowski Shut the fuck up Donny! http://www.youtube.com/watch?v=MjYJ7zZ9BRw"
negative,"@EddieGrayy lmaolmaolmao. I'm tweeting it once more because @gescapes told me so. Clearly I do what othres tell me to do."
negative,"doing my annual valentines day reflecting, and i've really only come to one thing."
negative,"I finished my fourth can of Coke WTF."
negative,"I don't give a shit about Valentines, i'm pissed that i have no access to the new Uffie album!!"
negative,"Thr R times, tht I test yr faith,'til U think U might surrender. Baby Im, Im not ashamed 2 say, tht my hopes wr (cont) http://tl.gd/919hr"
negative,"@Preach8 me too. I'm disappointed. Expected better from the dunks."
negative,"@SlapHoAssNiggas Y nt, its #vday Heather...I dnt hve a Valentine sooooo I gotta gt sum1 wifey... http://url4.eu/1OqNs"
negative,"Open Question: My PSP home button opens but dosn't work.? - http://tinyurl.com/yaqfqjo"
negative,"I gotta go now.... Breakfast, take a shower and stuff"
negative,"@IamPhoReal gotta learn to not let them stress u, boo we can't let prettiness go to waste!"
negative,"kaw din ah careful ka sakin,Bka we ended up of hookin up din.  --fcuk! fcuk! kinikilig ako!haha. the return ... http://plurk.com/p/3s2xz9"
negative,"Harold Ford's Tax Problem: Will File First New York State Tax Return This April:"
negative,"Honest time: I hate some of my a$$ hole managers. Never felt this way towards my boss ever before!! I miss green bay bby"
negative,"RT @marlonlwayans: #lilduvalsarmsso short he do a hand stand and scrape his head on the floor"
negative,"@BigHomieDoe video on the 18th? whoa i gotta outswag all the other people gettin cameos, what song? im wearing a poncho to ur shit!"
negative,"@bonesbird my brain keeps traveling in the wrong direction"
negative,"RT @OMGthatssotrue: There's always that one person who always catches you doing something weird. #omgthatssotrue"
negative,"Going to sleep feeling misserable and getting ill again"
negative,"Cyz he's a lib. RT @nscrwriter: Why is everyone so surprised that Brian Williams is a #NASCAR fan? Thought it was pretty well known already."
negative,"@jq04 Lol Didnt Any One Warn You Thats Like Against Drinkin Rules ! Lol I Neverr Doo That I Wake Up W. My Stomach In KNOTS Lol"
negative,"I have no idea Rinko acted at liar game 2!!"
negative,"Not feelin so good.: http://chatter.com/a/1yeto"
negative,"God Hates Fags lists of bands that will produce a gay child http://bit.ly/cE715I Who comes up with this stuff and what kind of drugs?"
negative,"At least you know RT @beforetheehype: but I'm not getting him a real gift on the side like he got me. that's fcked up right? *shrug*"
negative,"Kid Cudi will not leave my head. Ah!!!"
negative,"RT @AntixOnline: Women are always moaning about the things guys will say to get into their pants... Bitch, try being a successful DJ!!!!"
negative,"browsed a Toys R Us and two Targets, no toys were bought...oh well...better luck next time."
negative,"and then there was dude who was doing psychedelic weird marijuana shit moves in front of the bar completely freaked me out"
negative,"#nowplaying Pink- Please Dont Leave Me  I can cut you into pieces... when my heart is broken @AlistAnt"
negative,"Obsessed with Mario Bros Galaxy on the Wii. @iamglenn and I can't stop playing."
negative,"how does someone dick you over on valentines day? :("
negative,"I got my pops whip right now and this nigga aint got NOOO heat. Smh"
negative,"I'm just going to bed. I think I might be b-polar."
negative,"Sick as a dog but still made something to smoke my bud out of.. http://twitgoo.com/e0dfr"
negative,"...oh my god. Something just went down next door. The dog went mad, there was a girl screaming and a guy yelling. 0___0;"
negative,"My knee hurts so badly. frick!"
negative,"I almost slipped and fell on my way to my dorm room...classes should be canceled"
negative,"I have some of the weirdest cravings."
negative,"And if you say something wrong, a lot of people will hear you, take it offensively and hate you :/"
negative,"RT @myfabolouslife: This might fuck up a future collab but this dude Usher look like a Gay Urban Batman in the All Star game show"
negative,"Oh how I hate it when quick-and-dirty comes back to haunt you!"
negative,"@getpersonal those big ones without frames? I don't care how hot the girl is who is wearing them, I have an instant dislike to her."
